PFAM_ACC,CLAN,CLAN_Name,PFAM_Name,PFAM_desc
PF13768,CL0128,vWA-like,VWA_3,von Willebrand factor type A domain
PF12450,,,vWF_A,von Willebrand factor 
PF08889,,,WbqC,WbqC-like protein family
PF00400,CL0186,Beta_propeller,WD40,"WD domain, G-beta repeat"
PF14903,,,WG_beta_rep,WG containing repeat
PF13280,CL0654,WYL,WYL,WYL domain
PF04932,CL0499,O-anti_assembly,Wzy_C,O-Antigen ligase
PF02706,,,Wzz,Chain length determinant protein
PF13478,CL0063,NADP_Rossmann,XdhC_C,XdhC Rossmann domain
PF02625,,,XdhC_CoxI,XdhC and CoxI family
PF05658,,,YadA_head,Head domain of trimeric autotransporter adhesin
PF02699,,,YajC,Preprotein translocase subunit
PF13308,,,YARHG,YARHG domain
PF02575,,,YbaB_DNA_bd,YbaB/EbfC DNA-binding family
PF07949,,,YbbR,YbbR-like protein
PF02620,,,YceD,Large ribosomal RNA subunit accumulation protein YceD
PF02618,,,YceG,YceG-like family
PF04264,,,YceI,YceI-like domain
PF06071,CL0072,Ubiquitin,YchF-GTPase_C,Protein of unknown function (DUF933)
PF03795,CL0032,Dim_A_B_barrel,YCII,YCII-related domain
PF15943,CL0123,HTH,YdaS_antitoxin,"Putative antitoxin of bacterial toxin-antitoxin system, YdaS/YdaT"
PF04307,CL0368,PhosC-NucP1,YdjM,"LexA-binding, inner membrane-associated putative hydrolase"
PF09586,CL0111,GT-C,YfhO,Bacterial membrane protein YfhO
PF13525,CL0020,TPR,YfiO,Outer membrane lipoprotein
PF07947,,,YhhN,YhhN family
PF03755,,,YicC_N,"YicC-like family, N-terminal region "
PF14849,CL0103,Gal_mutarotase,YidC_periplas,YidC periplasmic domain
PF03831,CL0010,SH3,YjdM,PhnA domain
PF03853,CL0063,NADP_Rossmann,YjeF_N,YjeF-related protein N-terminus
PF14268,,,YoaP,YoaP-like
PF06769,CL0136,Plasmid-antitox,YoeB_toxin,YoeB-like toxin of bacterial type II toxin-antitoxin system
PF06855,,,YozE_SAM_like,YozE SAM-like fold
PF09424,CL0279,GatB_YqeY,YqeY,Yqey-like protein
PF14639,CL0580,YqgF,YqgF,Holliday-junction resolvase-like of SPT6 
PF07495,CL0159,E-set,Y_Y_Y,Y_Y_Y domain
PF06414,CL0023,P-loop_NTPase,Zeta_toxin,Zeta toxin
PF06689,CL0167,Zn_Beta_Ribbon,zf-C4_ClpX,ClpX C4-type zinc finger
PF01807,CL0167,Zn_Beta_Ribbon,zf-CHC2,CHC2 zinc finger
PF01258,CL0167,Zn_Beta_Ribbon,zf-dskA_traR,Prokaryotic dksA/traR C4-type zinc finger
PF02591,CL0167,Zn_Beta_Ribbon,zf-RING_7,C4-type zinc ribbon domain
PF17032,CL0167,Zn_Beta_Ribbon,zinc_ribbon_15,zinc-ribbon family
PF01297,CL0043,Chelatase,ZnuA,Zinc-uptake complex component A periplasmic
PF04298,CL0126,Peptidase_MA,Zn_peptidase_2,Putative neutral zinc metallopeptidase
PF12760,CL0167,Zn_Beta_Ribbon,Zn_Tnp_IS1595,Transposase zinc-ribbon domain
PF01257,CL0172,Thioredoxin,2Fe-2S_thioredx,Thioredoxin-like [2Fe-2S] ferredoxin
PF13661,CL0029,Cupin,2OG-FeII_Oxy_4,2OG-Fe(II) oxygenase superfamily
PF10014,CL0029,Cupin,2OG-Fe_Oxy_2,2OG-Fe dioxygenase
PF06983,CL0104,Glyoxalase,3-dmu-9_3-mt,3-demethylubiquinone-9 3-methyltransferase
PF00393,CL0106,6PGD_C,6PGD,"6-phosphogluconate dehydrogenase, C-terminal domain"
PF13086,CL0023,P-loop_NTPase,AAA_11,AAA domain
PF13087,CL0023,P-loop_NTPase,AAA_12,AAA domain
PF03806,CL0182,IT,ABG_transport,AbgT putative transporter family
PF08386,CL0028,AB_hydrolase,Abhydrolase_4,TAP-like protein
PF12695,CL0028,AB_hydrolase,Abhydrolase_5,Alpha/beta hydrolase family
PF01756,CL0087,Acyl-CoA_dh,ACOX,Acyl-CoA oxidase
PF13710,CL0070,ACT,ACT_5,ACT domain
PF12806,,,Acyl-CoA_dh_C,Acetyl-CoA dehydrogenase C-terminal like
PF00708,CL0622,Acylphosphatase,Acylphosphatase,Acylphosphatase
PF02273,CL0028,AB_hydrolase,Acyl_transf_2,Acyl transferase
PF16884,CL0296,GroES,ADH_N_2,N-terminal domain of oxidoreductase
PF07757,CL0063,NADP_Rossmann,AdoMet_MTase,Predicted AdoMet-dependent methyltransferase
PF14412,CL0263,His-Me_finger,AHH,A nuclease family of the HNH/ENDO VII superfamily with conserved AHH
PF01081,CL0036,TIM_barrel,Aldolase,KDPG and KHG aldolase
PF05426,CL0372,Hy-ly_N,Alginate_lyase,Alginate lyase
PF08787,CL0004,Concanavalin,Alginate_lyase2,Alginate lyase
PF07821,CL0369,GHD,Alpha-amyl_C2,Alpha-amylase C-terminal beta-sheet domain
PF01510,,,Amidase_2,N-acetylmuramoyl-L-alanine amidase
PF01094,CL0144,Periplas_BP,ANF_receptor,Receptor family ligand binding region
PF01583,CL0023,P-loop_NTPase,APS_kinase,Adenylylsulphate kinase
PF12625,,,Arabinose_bd,"Arabinose-binding domain of AraC transcription regulator, N-term"
PF05935,CL0186,Beta_propeller,Arylsulfotrans,Arylsulfotransferase (ASST)
PF14269,CL0186,Beta_propeller,Arylsulfotran_2,Arylsulfotransferase (ASST)
PF05170,CL0401,AsmA-like,AsmA,AsmA family
PF08614,,,ATG16,Autophagy protein 16 (ATG16)
PF12156,CL0175,TRASH,ATPase-cat_bd,Putative metal-binding domain of cation transport ATPase
PF01637,CL0023,P-loop_NTPase,ATPase_2,ATPase domain predominantly from Archaea
PF08840,CL0028,AB_hydrolase,BAAT_C,BAAT / Acyl-CoA thioester hydrolase C terminal
PF13004,CL0159,E-set,BACON,"Putative binding domain, N-terminal"
PF19190,CL0159,E-set,BACON_2,Viral BACON domain
PF00296,,,Bac_luciferase,Luciferase-like monooxygenase
PF04865,,,Baseplate_J,Baseplate J-like protein
PF10082,CL0193,MBB,BBP2_2,Putative beta-barrel porin 2
PF13364,CL0202,GBD,BetaGal_dom4_5,Beta-galactosidase jelly roll domain
PF02368,CL0159,E-set,Big_2,Bacterial Ig-like domain (group 2)
PF07523,CL0159,E-set,Big_3,Bacterial Ig-like domain (group 3)
PF12245,CL0159,E-set,Big_3_2,Bacterial Ig-like domain
PF17963,CL0159,E-set,Big_9,Bacterial Ig domain
PF15899,CL0434,Sialidase,BNR_6,BNR-Asp box repeat
PF16589,CL0459,BRCT-like,BRCT_2,"BRCT domain, a BRCA1 C-terminus domain"
PF00386,CL0100,C1q_TNF,C1q,C1q domain
PF06662,CL0059,6_Hairpin,C5-epim_C,D-glucuronyl C5-epimerase C-terminus
PF00028,CL0159,E-set,Cadherin,Cadherin domain
PF17803,CL0159,E-set,Cadherin_4,Bacterial cadherin-like domain
PF16861,,,Carbam_trans_C,Carbamoyltransferase C-terminus
PF07705,CL0159,E-set,CARDB,CARDB
PF04240,,,Caroten_synth,Carotenoid biosynthesis protein
PF00302,CL0149,CoA-acyltrans,CAT,Chloramphenicol acetyltransferase
PF16738,CL0576,STARBD,CBM26,Starch-binding module 26
PF16760,CL0576,STARBD,CBM53,Starch/carbohydrate-binding module (family 53)
PF16841,CL0202,GBD,CBM60,Ca-dependent carbohydrate-binding module xylan-binding
PF03370,CL0576,STARBD,CBM_21,Carbohydrate/starch-binding module (family 21)
PF00942,CL0203,CBD,CBM_3,Cellulose binding domain
PF04505,,,CD225,Interferon-induced transmembrane protein
PF02927,CL0159,E-set,CelD_N,Cellulase N-terminal ig-like domain
PF07224,CL0028,AB_hydrolase,Chlorophyllase,Chlorophyllase
PF08547,CL0202,GBD,CIA30,Complex I intermediate-associated protein 30 (CIA30)
PF18456,,,CmlA_N,Diiron non-heme beta-hydroxylase N-terminal domain
PF04733,CL0020,TPR,Coatomer_E,Coatomer epsilon subunit
PF01983,CL0110,GT-A,CofC,Guanylyl transferase CofC like
PF12904,CL0369,GHD,Collagen_bind_2,Putative collagen-binding domain of a collagenase 
PF16095,,,COR,"C-terminal of Roc, COR, domain"
PF01544,,,CorA,CorA-like Mg2+ transporter protein
PF08007,CL0029,Cupin,Cupin_4,Cupin superfamily protein
PF10438,CL0369,GHD,Cyc-maltodext_C,Cyclo-malto-dextrinase C-terminal domain
PF09087,CL0159,E-set,Cyc-maltodext_N,"Cyclomaltodextrinase, N-terminal"
PF14206,,,Cys_rich_CPCC,Cysteine-rich CPCC
PF13435,CL0317,Multiheme_cytos,Cytochrome_C554,Cytochrome c554 and c-prime
PF02239,CL0186,Beta_propeller,Cytochrom_D1,Cytochrome D1 heme domain
PF07876,CL0032,Dim_A_B_barrel,Dabb,Stress responsive A/B Barrel Domain
PF16901,,,DAO_C,C-terminal domain of alpha-glycerophosphate oxidase
PF03606,CL0182,IT,DcuC,C4-dicarboxylate anaerobic carrier
PF08494,,,DEAD_assoc,DEAD/H associated
PF01791,CL0036,TIM_barrel,DeoC,DeoC/LacD family aldolase
PF01902,CL0039,HUP,Diphthami_syn_2,Diphthamide synthase
PF04679,CL0021,OB,DNA_ligase_A_C,ATP dependent DNA ligase C terminal region        
PF01068,CL0078,DNA_ligase,DNA_ligase_A_M,ATP dependent DNA ligase domain
PF04675,,,DNA_ligase_A_N,DNA ligase N terminus
PF04173,CL0131,DoxD-like,DoxD,TQO small subunit DoxD
PF03330,CL0199,DPBB,DPBB_1,Lytic transglycolase
PF04244,CL0039,HUP,DPRP,Deoxyribodipyrimidine photo-lyase-related protein
PF13386,CL0292,LysE,DsbD_2,Cytochrome C biogenesis protein transmembrane region 
PF06342,CL0028,AB_hydrolase,DUF1057,Alpha/beta hydrolase of unknown function (DUF1057)
PF06439,CL0004,Concanavalin,DUF1080,Domain of Unknown Function (DUF1080)
PF06889,,,DUF1266,Protein of unknown function (DUF1266)
PF06966,CL0115,Steroid_dh,DUF1295,Protein of unknown function (DUF1295)
PF07045,CL0032,Dim_A_B_barrel,DUF1330,Domain of unknown function (DUF1330)
PF07080,CL0051,NTF2,DUF1348,Protein of unknown function (DUF1348)
PF07290,CL0021,OB,DUF1449,Protein of unknown function (DUF1449)
PF07602,CL0268,Pec_lyase-like,DUF1565,Protein of unknown function (DUF1565)
PF07611,CL0264,SGNH_hydrolase,DUF1574,Protein of unknown function (DUF1574)
PF07853,,,DUF1648,Protein of unknown function (DUF1648)
PF08002,,,DUF1697,Protein of unknown function (DUF1697)
PF08570,,,DUF1761,Protein of unknown function (DUF1761)
PF08874,,,DUF1835,Domain of unknown function (DUF1835)
PF09234,,,DUF1963,Domain of unknown function (DUF1963)
PF09832,,,DUF2059,Uncharacterized protein conserved in bacteria (DUF2059)
PF09844,CL0403,ADC-like,DUF2071,Uncharacterized conserved protein (COG2071)
PF09906,,,DUF2135,Uncharacterized protein conserved in bacteria (DUF2135)
PF09912,,,DUF2141,Uncharacterized protein conserved in bacteria (DUF2141)
PF09925,,,DUF2157,Predicted membrane protein (DUF2157)
PF10056,,,DUF2293,Uncharacterized conserved protein (DUF2293)
PF10179,,,DUF2369,Uncharacterised conserved protein (DUF2369)
PF10504,,,DUF2452,Protein of unknown function (DUF2452)
PF10807,,,DUF2541,Protein of unknown function (DUF2541)
PF10825,,,DUF2752,Protein of unknown function (DUF2752)
PF10985,,,DUF2805,Protein of unknown function (DUF2805)
PF11188,,,DUF2975,Protein of unknown function (DUF2975)
PF11215,,,DUF3010,Protein of unknown function (DUF3010)
PF11236,,,DUF3037,Protein of unknown function (DUF3037)
PF11251,CL0230,HO,DUF3050,Protein of unknown function (DUF3050)
PF11342,,,DUF3144,Protein of unknown function (DUF3144)
PF11369,,,DUF3160,Protein of unknown function (DUF3160)
PF11376,,,DUF3179,Protein of unknown function (DUF3179)
PF11589,CL0159,E-set,DUF3244,Domain of unknown function (DUF3244)
PF11692,,,DUF3289,Protein of unknown function (DUF3289)
PF11695,CL0032,Dim_A_B_barrel,DUF3291,Domain of unknown function (DUF3291)
PF11845,,,DUF3365,Protein of unknown function (DUF3365)
PF12099,CL0193,MBB,DUF3575,Protein of unknown function (DUF3575)
PF12158,,,DUF3592,Protein of unknown function (DUF3592)
PF12345,,,DUF3641,Protein of unknown function (DUF3641) 
PF13265,,,DUF4056,Protein of unknown function (DUF4056)
PF13282,,,DUF4070,Domain of unknown function (DUF4070)
PF13349,CL0268,Pec_lyase-like,DUF4097,Putative adhesin
PF13548,,,DUF4126,Domain of unknown function (DUF4126)
PF13566,,,DUF4130,Domain of unknown function (DUF4130
PF13590,,,DUF4136,Domain of unknown function (DUF4136)
PF13699,CL0126,Peptidase_MA,DUF4157,Domain of unknown function (DUF4157)
PF13778,CL0172,Thioredoxin,DUF4174,Domain of unknown function (DUF4174)
PF14014,,,DUF4230,Protein of unknown function (DUF4230)
PF14054,,,DUF4249,Domain of unknown function (DUF4249)
PF14065,,,DUF4255,Protein of unknown function (DUF4255)
PF14079,,,DUF4260,Domain of unknown function (DUF4260)
PF14088,,,DUF4268,Domain of unknown function (DUF4268)
PF14108,,,DUF4281,Domain of unknown function (DUF4281)
PF14117,,,DUF4287,Domain of unknown function (DUF4287)
PF14224,,,DUF4331,Domain of unknown function (DUF4331)
PF14302,,,DUF4377,Domain of unknown function (DUF4377)
PF14316,,,DUF4381,Domain of unknown function (DUF4381)
PF14362,,,DUF4407,Domain of unknown function (DUF4407)
PF14499,CL0029,Cupin,DUF4437,Domain of unknown function (DUF4437)
PF04306,CL0500,Glycine-zipper,DUF456,Protein of unknown function (DUF456)
PF16116,,,DUF4832,Domain of unknown function (DUF4832)
PF16153,,,DUF4861,Domain of unknown function (DUF4861)
PF16173,,,DUF4874,Domain of unknown function (DUF4874)
PF16318,CL0268,Pec_lyase-like,DUF4957,Domain of unknown function (DUF4957)
PF16323,CL0159,E-set,DUF4959,Domain of unknown function (DUF4959)
PF16355,CL0159,E-set,DUF4982,Domain of unknown function (DUF4982)
PF16380,,,DUF4990,Domain of unknown function
PF16586,,,DUF5060,Domain of unknown function (DUF5060)
PF17329,,,DUF5367,Family of unknown function (DUF5367)
PF04784,,,DUF547,"Protein of unknown function, DUF547"
PF04473,CL0125,Peptidase_CA,DUF553,Transglutaminase-like domain
PF18885,,,DUF5648,Repeat of unknown function (DUF5648)
PF18940,,,DUF5687,Family of unknown function (DUF5687)
PF19089,CL0193,MBB,DUF5777,Membrane bound beta barrel domain (DUF5777)
PF19147,,,DUF5829,Family of unknown function (DUF5829)
PF04978,CL0310,DinB,DUF664,Protein of unknown function (DUF664)
PF05768,CL0172,Thioredoxin,DUF836,Glutaredoxin-like domain (DUF836)
PF06127,,,DUF962,Protein of unknown function (DUF962)
PF06197,CL0412,Frag1-like,DUF998,Protein of unknown function (DUF998)
PF12773,CL0167,Zn_Beta_Ribbon,DZR,Double zinc ribbon
PF00122,,,E1-E2_ATPase,E1-E2 ATPase
PF00036,CL0220,EF_hand,EF-hand_1,EF hand
PF13202,CL0220,EF_hand,EF-hand_5,EF hand
PF13405,CL0220,EF_hand,EF-hand_6,EF-hand domain
PF13499,CL0220,EF_hand,EF-hand_7,EF-hand domain pair
PF13833,CL0220,EF_hand,EF-hand_8,EF-hand domain pair
PF06441,CL0028,AB_hydrolase,EHN,Epoxide hydrolase N terminus
PF09254,CL0236,PDDEXK,Endonuc-FokI_C,"Restriction endonuclease FokI, C terminal"
PF07055,CL0063,NADP_Rossmann,Eno-Rase_FAD_bd,Enoyl reductase FAD binding domain
PF12242,CL0063,NADP_Rossmann,Eno-Rase_NADH_b,NAD(P)H binding domain of trans-2-enoyl-CoA reductase
PF10503,CL0028,AB_hydrolase,Esterase_PHB,Esterase PHB depolymerase
PF14851,,,FAM176,FAM176 family
PF06268,CL0066,Trefoil,Fascin,Fascin domain
PF07729,CL0388,FadR-C,FCD,FCD domain
PF05523,CL0029,Cupin,FdtA,"WxcM-like, C-terminal "
PF04324,CL0667,Fer2_BFD,Fer2_BFD,BFD-like [2Fe-2S] binding domain
PF13746,CL0344,4Fe-4S,Fer4_18,4Fe-4S dicluster domain
PF12801,CL0344,4Fe-4S,Fer4_5,4Fe-4S binding domain
PF00167,CL0066,Trefoil,FGF,Fibroblast growth factor
PF02782,CL0108,Actin_ATPase,FGGY_C,"FGGY family of carbohydrate kinases, C-terminal domain"
PF00370,CL0108,Actin_ATPase,FGGY_N,"FGGY family of carbohydrate kinases, N-terminal domain"
PF00498,CL0357,SMAD-FHA,FHA,FHA domain
PF01269,CL0063,NADP_Rossmann,Fibrillarin,Fibrillarin
PF14853,CL0020,TPR,Fis1_TPR_C,Fis1 C-terminal tetratricopeptide repeat
PF08495,,,FIST,FIST N domain
PF10442,,,FIST_C,FIST C domain
PF11614,CL0159,E-set,FixG_C,"IG-like fold at C-terminal of FixG, putative oxidoreductase"
PF05751,CL0488,FixH-like,FixH,FixH
PF02433,CL0318,Cytochrome-c,FixO,"Cytochrome C oxidase, mono-heme subunit/FixO"
PF14715,,,FixP_N,"N-terminal domain of cytochrome oxidase-cbb3, FixP "
PF13860,CL0159,E-set,FlgD_ig,FlgD Ig-like domain
PF14841,CL0436,FliG,FliG_M,FliG middle domain
PF04299,CL0336,FMN-binding,FMN_bind_2,Putative FMN-binding domain
PF06229,CL0066,Trefoil,FRG1,FRG1-like domain
PF07504,CL0121,Cystatin,FTP,Fungalysin/Thermolysin Propeptide Motif
PF01728,CL0063,NADP_Rossmann,FtsJ,FtsJ-like methyltransferase
PF10162,,,G8,G8 domain
PF13492,CL0161,GAF,GAF_3,GAF domain
PF01087,CL0265,HIT,GalP_UDP_transf,"Galactose-1-phosphate uridyl transferase, N-terminal domain"
PF02744,CL0265,HIT,GalP_UDP_tr_C,"Galactose-1-phosphate uridyl transferase, C-terminal domain"
PF00996,CL0063,NADP_Rossmann,GDI,GDP dissociation inhibitor
PF14345,,,GDYXXLXY,GDYXXLXY protein
PF13618,,,Gluconate_2-dh3,Gluconate 2-dehydrogenase subunit 3
PF01832,CL0037,Lysozyme,Glucosaminidase,Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase
PF17652,CL0059,6_Hairpin,Glyco_hydro81C,Glycosyl hydrolase family 81 C-terminal domain
PF00232,CL0058,Glyco_hydro_tim,Glyco_hydro_1,Glycosyl hydrolase family 1
PF00331,CL0058,Glyco_hydro_tim,Glyco_hydro_10,Glycosyl hydrolase family 10
PF00457,CL0004,Concanavalin,Glyco_hydro_11,Glycosyl hydrolases family 11
PF00723,CL0059,6_Hairpin,Glyco_hydro_15,Glycosyl hydrolases family 15
PF00703,CL0159,E-set,Glyco_hydro_2,Glycosyl hydrolases family 2
PF02156,CL0058,Glyco_hydro_tim,Glyco_hydro_26,Glycosyl hydrolase family 26
PF02837,CL0202,GBD,Glyco_hydro_2_N,"Glycosyl hydrolases family 2, sugar binding domain"
PF08533,CL0369,GHD,Glyco_hydro_42C,Beta-galactosidase C-terminal domain
PF02011,CL0059,6_Hairpin,Glyco_hydro_48,Glycosyl hydrolase family 48
PF03065,CL0158,GH_CE,Glyco_hydro_57,Glycosyl hydrolase family 57
PF03663,CL0059,6_Hairpin,Glyco_hydro_76,Glycosyl hydrolase family 76 
PF01270,CL0059,6_Hairpin,Glyco_hydro_8,Glycosyl hydrolases family 8
PF03639,CL0103,Gal_mutarotase,Glyco_hydro_81,Glycosyl hydrolase family 81 N-terminal domain
PF07470,CL0059,6_Hairpin,Glyco_hydro_88,Glycosyl Hydrolase Family 88
PF00759,CL0059,6_Hairpin,Glyco_hydro_9,Glycosyl hydrolase family 9
PF13704,CL0110,GT-A,Glyco_tranf_2_4,Glycosyl transferase family 2
PF13712,CL0110,GT-A,Glyco_tranf_2_5,Glycosyltransferase like family
PF00982,CL0113,GT-B,Glyco_transf_20,Glycosyltransferase family 20
PF05199,,,GMC_oxred_C,GMC oxidoreductase
PF00732,CL0063,NADP_Rossmann,GMC_oxred_N,GMC oxidoreductase
PF02447,CL0182,IT,GntP_permease,GntP family permease
PF10110,,,GPDPase_memb,Membrane domain of glycerophosphoryl diester phosphodiesterase
PF07995,CL0186,Beta_propeller,GSDH,Glucose / Sorbosone dehydrogenase
PF13547,,,GTA_TIM,GTA TIM-barrel-like domain
PF14376,CL0318,Cytochrome-c,Haem_bd,Haem-binding domain
PF00672,CL0681,HAMP,HAMP,HAMP domain
PF13307,CL0023,P-loop_NTPase,Helicase_C_2,Helicase C-terminal domain
PF05127,CL0023,P-loop_NTPase,Helicase_RecD,Helicase
PF06969,CL0123,HTH,HemN_C,HemN C-terminal domain
PF07940,CL0103,Gal_mutarotase,Hepar_II_III,Heparinase II/III-like protein
PF03006,CL0192,GPCR_A,HlyIII,Haemolysin-III related
PF01844,CL0263,His-Me_finger,HNH,HNH endonuclease
PF13518,CL0123,HTH,HTH_28,Helix-turn-helix domain
PF13022,CL0123,HTH,HTH_Tnp_1_2,Helix-turn-helix of insertion element transposase
PF04140,CL0115,Steroid_dh,ICMT,Isoprenylcysteine carboxyl methyltransferase (ICMT) family 
PF15428,,,Imm26,Immunity protein 26
PF06293,CL0016,PKinase,Kdo,Lipopolysaccharide kinase (Kdo/WaaP) family
PF04962,CL0029,Cupin,KduI,KduI/IolB family
PF01344,CL0186,Beta_propeller,Kelch_1,Kelch motif
PF07646,CL0186,Beta_propeller,Kelch_2,Kelch motif
PF13415,CL0186,Beta_propeller,Kelch_3,"Galactose oxidase, central domain"
PF13418,CL0186,Beta_propeller,Kelch_4,"Galactose oxidase, central domain"
PF13854,CL0186,Beta_propeller,Kelch_5,Kelch motif
PF13964,CL0186,Beta_propeller,Kelch_6,Kelch motif
PF06291,,,Lambda_Bor,Bor protein
PF03168,CL0159,E-set,LEA_2,Late embryogenesis abundant protein
PF08502,,,LeuA_dimer,LeuA allosteric (dimerisation) domain
PF00657,CL0264,SGNH_hydrolase,Lipase_GDSL,GDSL-like Lipase/Acylhydrolase
PF14606,CL0264,SGNH_hydrolase,Lipase_GDSL_3,GDSL-like Lipase/Acylhydrolase family
PF03640,,,Lipoprotein_15,Secreted repeat of unknown function
PF04443,CL0378,ANL,LuxE,"Acyl-protein synthetase, LuxE"
PF18916,,,Lycopene_cyc,Lycopene cyclase
PF14519,CL0223,MACRO,Macro_2,Macro-like domain
PF16657,CL0369,GHD,Malt_amylase_C,"Maltogenic Amylase, C-terminal domain"
PF13452,CL0050,HotDog,MaoC_dehydrat_N,N-terminal half of MaoC dehydratase
PF18376,CL0677,GHMP_C,MDD_C,Mevalonate 5-diphosphate decarboxylase C-terminal domain
PF02065,CL0058,Glyco_hydro_tim,Melibiase,Melibiase
PF01420,CL0477,TRD,Methylase_S,Type I restriction modification DNA specificity domain
PF09445,CL0063,NADP_Rossmann,Methyltransf_15,RNA cap guanine-N2 methyltransferase
PF05050,CL0063,NADP_Rossmann,Methyltransf_21,Methyltransferase FkbM domain
PF05148,CL0063,NADP_Rossmann,Methyltransf_8,Hypothetical methyltransferase
PF01967,,,MoaC,MoaC family
PF02391,,,MoaE,MoaE protein
PF06463,,,Mob_synth_C,Molybdenum Cofactor Synthesis C
PF03454,,,MoeA_C,MoeA C-terminal region (domain IV)
PF03453,,,MoeA_N,MoeA N-terminal region (domain I and II)
PF06039,CL0063,NADP_Rossmann,Mqo,Malate:quinone oxidoreductase (Mqo)
PF01331,CL0078,DNA_ligase,mRNA_cap_enzyme,"mRNA capping enzyme, catalytic domain"
PF14833,CL0106,6PGD_C,NAD_binding_11,NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase
PF09992,,,NAGPA,Phosphodiester glycosidase
PF12569,CL0020,TPR,NARP1,NMDA receptor-regulated protein 1 
PF03096,CL0028,AB_hydrolase,Ndr,Ndr family
PF03102,CL0036,TIM_barrel,NeuB,NeuB family
PF01436,CL0186,Beta_propeller,NHL,NHL repeat
PF05450,CL0035,Peptidase_MH,Nicastrin,Nicastrin
PF13379,CL0177,PBP,NMT1_2,NMT1-like family
PF07298,CL0115,Steroid_dh,NnrU,NnrU protein
PF05401,CL0063,NADP_Rossmann,NodS,Nodulation protein S (NodS)
PF15528,,,Ntox23,Bacterial toxin 23
PF03266,CL0023,P-loop_NTPase,NTPase_1,NTPase
PF08348,CL0183,PAS_Fold,PAS_6,YheO-like PAS domain
PF12860,CL0183,PAS_Fold,PAS_7,PAS fold
PF04191,CL0115,Steroid_dh,PEMT,Phospholipid methyltransferase 
PF01804,CL0052,NTN,Penicil_amidase,Penicillin amidase
PF03413,CL0320,PepSY,PepSY,Peptidase propeptide and YPEB domain
PF01364,CL0093,Peptidase_CD,Peptidase_C25,Peptidase family C25
PF13529,CL0125,Peptidase_CA,Peptidase_C39_2,Peptidase_C39 like family
PF12385,CL0125,Peptidase_CA,Peptidase_C70,Papain-like cysteine protease AvrRpt2
PF02127,CL0035,Peptidase_MH,Peptidase_M18,Aminopeptidase I zinc metalloprotease (M18)
PF01447,CL0126,Peptidase_MA,Peptidase_M4,"Thermolysin metallopeptidase, catalytic domain"
PF13398,CL0126,Peptidase_MA,Peptidase_M50B,Peptidase M50B-like
PF05547,CL0126,Peptidase_MA,Peptidase_M6,Immune inhibitor A peptidase M6
PF10462,CL0126,Peptidase_MA,Peptidase_M66,Peptidase M66
PF05577,CL0028,AB_hydrolase,Peptidase_S28,Serine carboxypeptidase S28
PF11918,,,Peptidase_S41_N,N-terminal domain of Peptidase_S41 in eukaryotic IRBP
PF00141,CL0617,Peroxidase,peroxidase,Peroxidase
PF05105,,,Phage_holin_4_1,Bacteriophage holin family 
PF04984,,,Phage_sheath_1,Phage tail sheath protein subtilisin-like domain
PF17482,,,Phage_sheath_1C,Phage tail sheath C-terminal domain
PF06841,CL0569,Phage_TTPs,Phage_T4_gp19,T4-like virus tail tube protein gp19
PF01384,,,PHO4,Phosphate transporter family
PF09423,CL0163,Calcineurin,PhoD,PhoD-like phosphatase
PF12974,CL0177,PBP,Phosphonate-bd,"ABC transporter, phosphonate, periplasmic substrate-binding protein "
PF02333,CL0434,Sialidase,Phytase,Phytase
PF17954,CL0029,Cupin,Pirin_C_2,Quercetinase C-terminal cupin domain
PF16820,CL0159,E-set,PKD_3,PKD-like domain
PF00614,CL0479,PLD,PLDc,Phospholipase D Active site motif
PF13396,,,PLDc_N,Phospholipase_D-nuclease N-terminal
PF01523,,,PmbA_TldD,Putative modulator of DNA gyrase
PF08645,CL0137,HAD,PNK3P,Polynucleotide kinase 3 phosphatase
PF03364,CL0209,Bet_v_1_like,Polyketide_cyc,Polyketide cyclase / dehydrase and lipid transport
PF14121,CL0193,MBB,Porin_10,Putative porin
PF13609,CL0193,MBB,Porin_4,Gram-negative porin
PF09697,CL0048,LolA_LolB,Porph_ging,Protein of unknown function (Porph_ging)
PF13570,CL0186,Beta_propeller,PQQ_3,PQQ-like domain
PF05185,CL0063,NADP_Rossmann,PRMT5,PRMT5 arginine-N-methyltransferase
PF05544,CL0288,DAP_epimerase,Pro_racemase,Proline racemase
PF01483,CL0202,GBD,P_proprotein,Proprotein convertase P-domain
PF03215,CL0023,P-loop_NTPase,Rad17,Rad17 P-loop domain
PF01030,CL0022,LRR,Recep_L_domain,Receptor L domain
PF07508,,,Recombinase,Recombinase
PF13114,CL0021,OB,RecO_N_2,RecO N terminal
PF01446,CL0169,Rep,Rep_1,Replication protein
PF00239,,,Resolvase,"Resolvase, N terminal domain"
PF03527,,,RHS,RHS protein
PF00886,,,Ribosomal_S16,Ribosomal protein S16
PF00366,CL0021,OB,Ribosomal_S17,Ribosomal protein S17
PF02482,,,Ribosomal_S30AE,Sigma 54 modulation protein / S30EA ribosomal protein
PF13806,CL0516,ISP-domain,Rieske_2,Rieske-like [2Fe-2S] domain
PF01782,CL0575,EFTPs,RimM,RimM N-terminal domain
